,headline,sentiment,label
9854,বিপলুর খেলার প্রেরণা ২০ টাকার টিকিট,0,1
9855,ছুটির দিনের বিরূপ আবহাওয়ায় হতাশ কলকাতাবাসী,0,1
9856,ঘরোয়া পদ্ধতিতে করুন প্রেগনেন্সি টেস্ট!,1,1
9857,রেস-থ্রি ব্যর্থতার কারণ জানালেন রেমো,1,0
9858,যে কারণে প্রেগন্যান্সির খবর লুকিয়েছিলেন নেহা,0,0
9859,রি-ইস্যু পাসপোর্ট দিনে দিনেই,1,1
9860,এবার ডোমিনোজের চিকেন ডমিনেটর পিজ্জার গায়ে দেখা গেল সাঈদীর ছবি - Bengal Beats,0,0
9861,শহিদুল আলমের জামিন আবেদনের শুনানি পিছিয়েছে,1,1
9862,পর্ণ দেখার শীর্ষে চট্টগ্রামের ছেলেরা,1,0
9863,ঘূর্ণিঝড় ফণীর আঘাতে ঢাকা শহর টিকবে তো?,0,0
9864,দিঘল মেঘের দেশে-চব্বিশ,1,1
9865,ভারতের নাগরিকত্ব দাবি করলেন আফ্রিদি,0,0
9866,বেবী গাণ্ডেকে ভারতে আমন্ত্রন জানালেন হাবু সোহেল | দৈনিক মতিকণ্ঠ,0,0
9867,দেশে পৌঁছেছে বিএসসির নতুন জাহাজ ‘বাংলার জয়যাত্রা’,1,1
9868,কেশবপুরে কিশোরকে গলাকেটে হত্যা,0,1
9869,বাপ্পারাজের কাছ থেকেই কবির সিং মুভির ছ্যাক খাওয়া অভিনয়ে অনুপ্রাণিত শহীদ কাপুর - Bengal Beats,1,0
9870,ইন্টারনেট ব্যবহারে এশিয়ার শীর্ষ পাঁচে বাংলাদেশ,0,1
9871,রাজধানীতে শোকাবহ পরিবেশে তাজিয়া মিছিল,0,0
9872,পটিয়ায় কোনো ইভটিজিং নেই,1,1
9873,বাংলাদেশে নতুন গঠিত গুজব শনাক্তকরণ সেল?,1,1
9874,"ঈশ্বরের দোহাই, আমার কোনো ভাস্কর্য বানাবেন না : অ্যাঞ্জেলিনা জোলি",1,0
9875,তামাশার ছলে স্ট্রবেরিতে ‘সুই’,1,1
9876,যাত্রা শুরু করতে যাচ্ছে মাহফুজ'স মেকওভার সেলুন (এমএমএস),1,0
9877,বিএসএমএমইউতে বিশ্ব হার্ট দিবস পালিত,1,1
9878,দেশের অগ্রযাত্রাকে ব্যাহত করতে ষড়যন্ত্র হচ্ছে',0,1
9879,গুপ্তচর হয়ে পাকিস্তান যাচ্ছেন ইমরান হাশমি ,0,0
9880,শপিংমলে লুকিয়ে এসির বাতাস খাওয়ার সময় আটক ৩ মেস মেম্বার,1,0
9881,যাত্রাবাড়ীর রাস্তায় ‘মানসিক প্রতিবন্ধী’ নারীর মৃত্যু,0,0
9882,ইতালির দুই প্রতিষ্ঠান পেল শ্রেষ্ঠ রেমিট্যান্স অ্যাওয়ার্ড,0,1
9883,আয়ারল্যান্ডের উৎসবে বাংলাদেশি তথ্য‌চিত্র ‘‌স্টো‌রি অব অ্যা ব্ল্যাক রিভার’,0,0
9884,মেডিকেল স্টুডেন্ট বিয়ে করলে জীবন যেমন হয়,1,0
9885,কাশিমপুরে এসে সঠিক স্তম্ভ ধরে লাড়াচাড়া করুন: সাকা | দৈনিক মতিকণ্ঠ,1,0
9886,অনেক কাজেই খোঁজ পড়ে,0,0
9887,চুয়াডাঙ্গায় ট্রাক্টর উল্টে শ্রমিক নিহত,0,1
9888,নওগাঁর পত্নীতলায় ট্রাকের ধাক্কায় বাবা-ছেলেসহ নিহত ৩,0,1
9889,রাজধানীতে মাদকবিক্রেতার ছুরিকাঘাতে ক্রেতার মৃত্যু,0,1
9890,"সোজা পথে আসুন, প্রধানমন্ত্রীকে জাফরুল্লাহ",0,0
9891,পরিচয় মিলল নাফনদ থেকে উদ্ধার দুই মরদেহের,0,1
9892,নিজেদের লোকের নানে গীবত করবেন না ॥ সেতুমন্ত্রী,0,1
9893,বৈকুণ্ঠের ‘ছড়ায় ছড়ায় প্রেম’,0,1
9894,গরম না ঠাণ্ডা – গোসলের জন্য কোন পানি ভাল?,1,1
9895,"রায়ের প্রতিবাদে জবি ছাত্রদলের মিছিল ১০ অক্টোবর, ২০১৮ ১৮:১৬",0,1
9896,গাড়ি ছিনতাই মামলায় জামিন পেলেন কাদের | দৈনিক মতিকণ্ঠ,0,0
9897,সরাইলে যুবকের মরদেহ উদ্ধার,1,1
9898,শায়েস্তা খাঁর আমলে স্বর্ণ কিনেছি : বদিপত্নী শাহীন আক্তার চৌধুরী,0,0
9899,এবার সেন্টমার্টিনের মালিকানা দাবি মিয়ানমারের!,0,1
9900,সাড়ে ৪ কোটি টাকা ফেরত দিয়ে ভাইরাল ছাত্রলীগ নেতা,0,0
9901,সরকারি দল ছাড়া জাতীয় ঐকমত্য হবে না : সাকি,0,1
9902,দ্বিতীয় ইনিংসেও তুষারের সেঞ্চুরি,1,1
9903,সার্ক সম্মেলন আয়োজনে পাকিস্তানের প্রস্তাব খারিজ করলো ভারত,0,1
9904,"“উন্নয়নের অভিযাত্রায় অদম্য বাংলাদেশ” ০৪ অক্টোবর, ২০১৮ ১২:১৭",1,1
9905,রোহিঙ্গা নির্যাতন : মিয়ানমারের বিরুদ্ধে অবিলম্বে ব্যবস্থা গ্রহণ করুন,0,1
9906,ইতালি পার্লামেন্ট ভবনের সামনে বিএনপির বিক্ষোভ সমাবেশ,1,0
9907,আজ থেকে অপারেটর পরিবর্তন শুরু,1,1
9908,কোটা পুনর্বহালের দাবিতে সারাদেশ অবরোধের ঘোষণা,0,1
9909,মালদ্বীপে বাংলাদেশিদের জন্য সতর্কতা,1,0
9910,আওয়ামী লীগ ও বিএনপির নির্বাচনী ইশতেহারের সচিত্র eআরকি ভার্সন,0,0
9911,ফেসবুকে যেভাবে নতুন মন্ত্রীদের অভিনন্দন বার্তা জানাবেন,1,0
9912,ইরাকের মুখোমুখি আর্জেন্টিনা,1,1
9913,ঐক্যবদ্ধ থাকার নির্দেশনা নিয়ে আ’লীগের পথসভা,1,0
9914,বিএনপি নেতারা সমাবেশস্থল পরিদর্শন করেছেন,0,1
9915,সৌদিতে স্পোর্টসপ্রেমীদের জন্য অনলাইন ভিসা চালু,1,1
9916,সাবেক এমপি আসাদুল হাবিব দুলুকে দুদকে তলব,0,1
